epoch,acc,loss
0,0.6428571428571429,5.7939408128815035
1,0.6428571428571429,5.7939382669116766
2,0.6428571428571429,5.7939356959291866
3,0.6428571428571429,5.7939328466142923
4,0.6428571428571429,5.7939296934221476
5,0.6428571428571429,5.7939269925866812
6,0.6428571428571429,5.7939241219844133
7,0.6428571428571429,5.7939216329583099
8,0.6428571428571429,5.7939188969986777
9,0.6428571428571429,5.79391619350229
10,0.6428571428571429,5.7939134910702705
11,0.6428571428571429,5.7939097295914381
12,0.6428571428571429,5.7939072879297395
13,0.6428571428571429,5.7939047824059218
14,0.6428571428571429,5.7939020693302155
15,0.6428571428571429,5.7938993498682976
16,0.6428571428571429,5.7938966889466554
17,0.6428571428571429,5.7938935926982333
18,0.6428571428571429,5.7938903884163926
19,0.6428571428571429,5.7938877285591195
20,0.6428571428571429,5.7938850851995607
21,0.6428571428571429,5.7938824045870989
22,0.6428571428571429,5.7938796989619732
23,0.6428571428571429,5.7938768038792272
24,0.6428571428571429,5.7938743755221367
25,0.6428571428571429,5.7938709514481683
26,0.6428571428571429,5.793868387916258
27,0.6428571428571429,5.7938655013484617
28,0.6428571428571429,5.7938629170613627
29,0.6428571428571429,5.7938601379948
30,0.6428571428571429,5.7938576101192405
31,0.6428571428571429,5.7938547762376924
32,0.6428571428571429,5.7938516533800533
33,0.6428571428571429,5.7938486944351881
34,0.6428571428571429,5.7938459377203673
35,0.6428571428571429,5.7938427408891062
36,0.6428571428571429,5.793840079967465
37,0.6428571428571429,5.7938373722136021
38,0.6428571428571429,5.7938345846320898
39,0.6428571428571429,5.7938315565032621
40,0.6428571428571429,5.7938282314155787
41,0.6428571428571429,5.7938255108892918
42,0.6428571428571429,5.7938231123345236
43,0.6428571428571429,5.7938201980931421
44,0.6428571428571429,5.7938177644142081
45,0.6428571428571429,5.7938146101576944
46,0.6428571428571429,5.7938114532402585
47,0.6428571428571429,5.7938085427241663
48,0.6428571428571429,5.7938061436372141
49,0.6428571428571429,5.7938033502016753
50,0.6428571428571429,5.7938002667256763
51,0.6428571428571429,5.7937978101628165
52,0.6428571428571429,5.793795433959791
53,0.6428571428571429,5.7937920210616927
54,0.6428571428571429,5.7937894234699865
55,0.6428571428571429,5.7937867524368425
56,0.6428571428571429,5.7937835077089925
57,0.6428571428571429,5.7937811591795514
58,0.6428571428571429,5.7937783343451361
59,0.6428571428571429,5.7937759065202306
60,0.6428571428571429,5.7937727299119741
61,0.6428571428571429,5.7937697667096346
62,0.6428571428571429,5.7937668093613217
63,0.6428571428571429,5.7937643964375765
64,0.6428571428571429,5.7937616375940184
65,0.6428571428571429,5.7937592044472694
66,0.6428571428571429,5.7937562082495004
67,0.6428571428571429,5.793753208326442
68,0.6428571428571429,5.7937501152711253
69,0.6428571428571429,5.7937475618507177
70,0.6428571428571429,5.793744820569243
71,0.6428571428571429,5.7937423895512312
72,0.6428571428571429,5.793739553008761
73,0.6428571428571429,5.7937364466488361
74,0.6428571428571429,5.793734023613589
75,0.6428571428571429,5.7937307895294259
76,0.6428571428571429,5.7937280870974064
77,0.6428571428571429,5.7937254820551187
78,0.6428571428571429,5.7937228370990068
79,0.6428571428571429,5.7937196173838208
80,0.6428571428571429,5.7937169607196539
81,0.6428571428571429,5.7937141816530913
82,0.6428571428571429,5.7937108283596377
83,0.6428571428571429,5.7937084228864739
84,0.6428571428571429,5.7937053681484292
85,0.6428571428571429,5.7937025358634333
86,0.6428571428571429,5.7937001628535132
87,0.6428571428571429,5.7936975657939911
88,0.6428571428571429,5.7936946616641114
89,0.6428571428571429,5.7936916526939184
90,0.6428571428571429,5.7936884867293497
91,0.6428571428571429,5.7936856970191002
92,0.6428571428571429,5.7936834299138615
93,0.6428571428571429,5.7936805193977694
94,0.6428571428571429,5.7936779915222099
95,0.6428571428571429,5.793675060783114
96,0.6428571428571429,5.7936716595930715
97,0.6428571428571429,5.7936690034610887
98,0.6428571428571429,5.793666623000588
99,0.6428571428571429,5.7936637997627258
100,0.6428571428571429,5.7936613985470364
101,0.6428571428571429,5.7936583533883095
102,0.6428571428571429,5.7936555908194611
103,0.6428571428571429,5.7936525781239778
104,0.6428571428571429,5.7936496186469286
105,0.6428571428571429,5.7936469869954248
106,0.6428571428571429,5.7936443957899302
107,0.6428571428571429,5.7936415475394041
108,0.6428571428571429,5.7936388339315146
109,0.6428571428571429,5.7936362767858167
110,0.6428571428571429,5.7936330368476252
111,0.6428571428571429,5.7936302657638281
112,0.6428571428571429,5.7936273738741875
113,0.6428571428571429,5.7936248933630328
114,0.6428571428571429,5.7936219950871806
115,0.6428571428571429,5.7936195715197494
116,0.6428571428571429,5.7936168440750668
117,0.6428571428571429,5.7936135370816499
118,0.6428571428571429,5.7936106579644342
119,0.6428571428571429,5.7936069433178217
120,0.6428571428571429,5.7936042792030742
121,0.6428571428571429,5.7936016321182251
122,0.6428571428571429,5.7935991276587755
123,0.6428571428571429,5.7935964853635857
124,0.6428571428571429,5.7935932518116067
125,0.6428571428571429,5.7935901406620234
126,0.6428571428571429,5.7935874930449893
127,0.6428571428571429,5.7935850274349958
128,0.6428571428571429,5.7935821983431071
129,0.6428571428571429,5.7935794448213915
130,0.6428571428571429,5.7935767040721009
131,0.6428571428571429,5.793573796749115
132,0.6428571428571429,5.7935705754373759
133,0.6428571428571429,5.7935683056712151
134,0.6428571428571429,5.7935653802539617
135,0.6428571428571429,5.7935625580804686
136,0.6428571428571429,5.7935599732611864
137,0.6428571428571429,5.7935573400131295
138,0.6428571428571429,5.7935544433338304
139,0.6428571428571429,5.7935515157878399
140,0.6428571428571429,5.7935486723269731
141,0.6428571428571429,5.7935457314763754
142,0.6428571428571429,5.7935432153088708
143,0.6428571428571429,5.7935405437435419
144,0.6428571428571429,5.7935379653104713
145,0.6428571428571429,5.7935350276529789
146,0.6428571428571429,5.7935317951653689
147,0.6428571428571429,5.7935291895908971
148,0.6428571428571429,5.7935265595359464
149,0.6428571428571429,5.7935235830289979
150,0.6428571428571429,5.7935213233743399
151,0.6428571428571429,5.7935183442064693
